datetime,epoch_ms,ts_millis,mpu_id,ax,ay,az,gx,gy,gz,label
2026-06-01 16:00:27.965,2213167421,338965,1,0.87524,0.04224,0.68335,0.176,2.153,0.115,ergonomis
2026-06-01 16:00:27.965,2213167421,338965,2,1.0271,-0.00513,-0.04639,-0.87,0.405,0.588,ergonomis
2026-06-01 16:00:27.165,2213166621,339165,1,0.875,0.04004,0.68896,-0.359,2.26,-0.13,ergonomis
2026-06-01 16:00:27.165,2213166621,339165,2,1.02856,-0.00195,-0.03247,-1.84,0.603,0.313,ergonomis
2026-06-01 16:00:27.365,2213166821,339365,1,0.87451,0.0437,0.69238,-0.176,1.672,-0.611,ergonomis
2026-06-01 16:00:27.365,2213166821,339365,2,1.03711,-0.00391,-0.03027,-1.237,0.504,0.603,ergonomis
2026-06-01 16:00:27.565,2213167021,339565,1,0.87305,0.03711,0.68774,0.122,1.756,-0.779,ergonomis
2026-06-01 16:00:27.565,2213167021,339565,2,1.02539,-0.0061,-0.04468,-2.603,0.359,0.519,ergonomis
2026-06-01 16:00:27.765,2213167221,339765,1,0.87451,0.04102,0.68091,-0.527,0.893,-0.916,ergonomis
2026-06-01 16:00:27.765,2213167221,339765,2,1.03442,0.00024,-0.03589,-3.573,0.321,0.427,ergonomis
2026-06-01 16:00:28.965,2213168421,339965,1,0.87378,0.03662,0.68652,-0.542,1.069,-0.603,ergonomis
2026-06-01 16:00:28.965,2213168421,339965,2,1.02612,-0.00903,-0.03613,-4.847,0.374,0.947,ergonomis
2026-06-01 16:00:28.165,2213167621,340165,1,0.87744,0.02954,0.68164,0.534,2.015,-0.466,ergonomis
2026-06-01 16:00:28.165,2213167621,340165,2,1.02563,-0.00488,-0.03223,0.183,0.611,0.351,ergonomis
2026-06-01 16:00:28.365,2213167821,340365,1,0.87842,0.03467,0.68604,0.573,1.908,-0.321,ergonomis
2026-06-01 16:00:28.365,2213167821,340365,2,1.03247,-0.00439,-0.03418,0.198,0.878,0.45,ergonomis
2026-06-01 16:00:28.565,2213168021,340565,1,0.87646,0.04102,0.69214,-0.267,1.282,-0.611,ergonomis
2026-06-01 16:00:28.565,2213168021,340565,2,1.03979,-0.00195,-0.03906,0.244,0.733,0.748,ergonomis
2026-06-01 16:00:28.765,2213168221,340765,1,0.8584,0.02734,0.70947,-3.183,1.527,-1.176,ergonomis
2026-06-01 16:00:28.765,2213168221,340765,2,1.04126,0.01929,-0.04761,-8.855,-3.153,1.824,ergonomis
2026-06-01 16:00:29.965,2213169421,340965,1,0.87598,0.04541,0.68066,4.069,1.718,0.137,ergonomis
2026-06-01 16:00:29.965,2213169421,340965,2,1.02441,0.00098,-0.02954,-0.962,-0.137,0.847,ergonomis
2026-06-01 16:00:29.165,2213168621,341165,1,0.89258,0.03467,0.67627,-0.229,1.351,-0.649,ergonomis
2026-06-01 16:00:29.165,2213168621,341165,2,1.03735,-0.00684,-0.04761,-0.626,1.046,0.321,ergonomis
2026-06-01 16:00:29.365,2213168821,341365,1,0.87842,0.03076,0.67651,1.29,1.718,-0.16,ergonomis
2026-06-01 16:00:29.365,2213168821,341365,2,1.03125,-0.00635,-0.03784,-1.534,0.191,0.496,ergonomis
2026-06-01 16:00:29.565,2213169021,341565,1,0.87744,0.03223,0.67017,0.534,1.924,-0.756,ergonomis
2026-06-01 16:00:29.565,2213169021,341565,2,1.02637,-0.00439,-0.04541,-0.71,0.656,0.344,ergonomis
2026-06-01 16:00:29.765,2213169221,341765,1,0.87988,0.04517,0.67798,1.176,1.634,-0.137,ergonomis
2026-06-01 16:00:29.765,2213169221,341765,2,1.03394,-0.01392,-0.03882,-1.565,0.298,0.786,ergonomis
2026-06-01 16:00:30.965,2213170421,341965,1,0.86963,0.03589,0.67725,0.534,1.771,-0.733,ergonomis
2026-06-01 16:00:30.965,2213170421,341965,2,1.02783,-0.00879,-0.05493,-0.153,0.534,0.26,ergonomis
2026-06-01 16:00:30.165,2213169621,342165,1,0.8811,0.03784,0.67847,0.718,1.206,0.015,ergonomis
2026-06-01 16:00:30.165,2213169621,342165,2,1.03052,-0.0083,-0.04932,-3.137,0.427,0.908,ergonomis
2026-06-01 16:00:30.365,2213169821,342365,1,0.87939,0.03003,0.67725,0.58,1.13,0.672,ergonomis
2026-06-01 16:00:30.365,2213169821,342365,2,1.03662,-0.01221,-0.03418,-4.702,-0.237,1.061,ergonomis
